name,salinity,January_temp,June_temp,area,latitude,longitude,type of sea,corals,silt/sulfide
Lazarev Sea,34.29675674438477,-0.868499755859375,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.23439788818359,-1.39949893951416,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.31402587890625,-0.0806988552212715,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.1497688293457,-0.2481008917093277,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.31426620483398,-1.402999877929688,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.31375503540039,-1.417198777198792,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.12285232543945,-1.315998792648315,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,33.87531661987305,-0.2483029216527939,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.30425262451172,-1.059401273727417,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.29779815673828,-1.064800143241882,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.30251693725586,-0.0784008800983429,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.23123550415039,-1.070400714874268,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.05710601806641,-0.2481018006801605,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.06015396118164,-1.156299114227295,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.28145980834961,-0.9201006889343262,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.25424575805664,-1.050701260566711,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.28414535522461,-1.437299847602844,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.22638702392578,-1.072901010513306,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,33.98265838623047,-1.40660035610199,-1.0,929000,-68,7,3,1,0
Lazarev Sea,33.94403839111328,-1.399200797080994,-1.5,929000,-68,7,3,1,0
Lazarev Sea,34.26147842407227,-0.868499755859375,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.22360229492188,-1.39949893951416,-1.0,929000,-68,7,3,1,0
Lazarev Sea,33.91887283325195,-0.0806988552212715,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.23681259155273,-0.2481008917093277,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,33.92924499511719,-1.402999877929688,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.23906707763672,-1.417198777198792,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.01192474365234,-1.315998792648315,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.29906463623047,-0.2483029216527939,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.23319625854492,-1.059401273727417,-1.0,929000,-68,7,3,1,0
Lazarev Sea,33.89994049072266,-1.064800143241882,-1.5,929000,-68,7,3,1,0
Lazarev Sea,34.28188323974609,-0.0784008800983429,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.30712890625,-1.070400714874268,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.26143646240234,-0.2481018006801605,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.22436904907227,-1.156299114227295,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.26915740966797,-0.9201006889343262,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.29624938964844,-1.050701260566711,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.10492706298828,-1.437299847602844,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,33.83955383300781,-1.072901010513306,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,33.95404815673828,-1.40660035610199,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.31595993041992,-1.399200797080994,-1.5,929000,-68,7,3,1,0
Lazarev Sea,34.11420059204102,-0.868499755859375,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.02069091796875,-1.39949893951416,-1.0,929000,-68,7,3,1,0
Lazarev Sea,33.94332122802734,-0.0806988552212715,-1.0,929000,-68,7,3,1,0
Lazarev Sea,34.08980178833008,-0.2481008917093277,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.30431365966797,-1.402999877929688,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.29501724243164,-1.417198777198792,-1.899993896484375,929000,-68,7,3,1,0
Lazarev Sea,34.073974609375,-1.315998792648315,-1.899993896484375,929000,-68,7,3,1,0
Levantine Sea,39.26419448852539,19.56569671630859,23.73049926757812,320000,34,34,2,1,0
Levantine Sea,39.38147354125977,19.12959861755371,24.23429679870605,320000,34,34,2,1,0
Levantine Sea,39.40088272094727,19.1929988861084,23.98999977111816,320000,34,34,2,1,0
Levantine Sea,39.1737174987793,19.39539909362793,23.38819885253906,320000,34,34,2,1,0
Levantine Sea,39.00014495849609,19.87649917602539,23.71449661254883,320000,34,34,2,1,0
Levantine Sea,39.20103454589844,19.21849822998047,23.94829940795898,320000,34,34,2,1,0
Levantine Sea,39.03039932250977,19.87919998168945,23.37470054626465,320000,34,34,2,1,0
Levantine Sea,39.00802612304688,19.67020034790039,23.85759735107422,320000,34,34,2,1,0
Levantine Sea,39.57785797119141,19.49720001220703,23.37509918212891,320000,34,34,2,1,0
Levantine Sea,39.27403259277344,19.34479904174805,23.47179794311523,320000,34,34,2,1,0
Levantine Sea,39.10652923583984,20.13179969787598,23.29590034484863,320000,34,34,2,1,0
Levantine Sea,39.1153450012207,19.67099761962891,23.80509757995605,320000,34,34,2,1,0
Levantine Sea,39.22300720214844,19.31619834899902,23.62899971008301,320000,34,34,2,1,0
Levantine Sea,39.10383605957031,19.33829879760742,23.76919937133789,320000,34,34,2,1,0
Levantine Sea,39.38742828369141,20.25469779968262,23.40530014038086,320000,34,34,2,1,0
Levantine Sea,39.30964279174805,19.93099784851074,23.55329895019531,320000,34,34,2,1,0
Levantine Sea,39.39134979248047,19.97099876403809,23.29829788208008,320000,34,34,2,1,0
Levantine Sea,39.34088897705078,20.15349960327148,23.43729782104492,320000,34,34,2,1,0
Levantine Sea,39.53178024291992,19.39359664916992,23.49389839172363,320000,34,34,2,1,0
Levantine Sea,39.52127838134766,19.38369941711426,23.32369995117188,320000,34,34,2,1,0
Levantine Sea,38.98517990112305,19.56569671630859,23.73049926757812,320000,34,34,2,1,0
Levantine Sea,39.05757522583008,19.12959861755371,24.23429679870605,320000,34,34,2,1,0
Levantine Sea,39.50471878051758,19.1929988861084,23.98999977111816,320000,34,34,2,1,0
Levantine Sea,39.43011474609375,19.39539909362793,23.38819885253906,320000,34,34,2,1,0
Levantine Sea,39.39091491699219,19.87649917602539,23.71449661254883,320000,34,34,2,1,0
Levantine Sea,39.5390625,19.21849822998047,23.94829940795898,320000,34,34,2,1,0
Levantine Sea,39.43585968017578,19.87919998168945,23.37470054626465,320000,34,34,2,1,0
Levantine Sea,39.07942581176758,19.67020034790039,23.85759735107422,320000,34,34,2,1,0
Levantine Sea,39.44060516357422,19.49720001220703,23.37509918212891,320000,34,34,2,1,0
Levantine Sea,39.49040222167969,19.34479904174805,23.47179794311523,320000,34,34,2,1,0
Levantine Sea,39.12290954589844,20.13179969787598,23.29590034484863,320000,34,34,2,1,0
Levantine Sea,39.47178268432617,19.67099761962891,23.80509757995605,320000,34,34,2,1,0
Levantine Sea,39.03317642211914,19.31619834899902,23.62899971008301,320000,34,34,2,1,0
Levantine Sea,39.24048233032227,19.33829879760742,23.76919937133789,320000,34,34,2,1,0
Levantine Sea,39.34737014770508,20.25469779968262,23.40530014038086,320000,34,34,2,1,0
Levantine Sea,39.5263557434082,19.93099784851074,23.55329895019531,320000,34,34,2,1,0
Levantine Sea,39.44043350219727,19.97099876403809,23.29829788208008,320000,34,34,2,1,0
Levantine Sea,38.99311447143555,20.15349960327148,23.43729782104492,320000,34,34,2,1,0
Levantine Sea,39.38135528564453,19.39359664916992,23.49389839172363,320000,34,34,2,1,0
Levantine Sea,39.20368194580078,19.38369941711426,23.32369995117188,320000,34,34,2,1,0
Levantine Sea,39.42543411254883,19.56569671630859,23.73049926757812,320000,34,34,2,1,0
Levantine Sea,39.15110778808594,19.12959861755371,24.23429679870605,320000,34,34,2,1,0
Levantine Sea,39.49697113037109,19.1929988861084,23.98999977111816,320000,34,34,2,1,0
Levantine Sea,39.03413009643555,19.39539909362793,23.38819885253906,320000,34,34,2,1,0
Levantine Sea,39.01689147949219,19.87649917602539,23.71449661254883,320000,34,34,2,1,0
Levantine Sea,39.23181915283203,19.21849822998047,23.94829940795898,320000,34,34,2,1,0
Levantine Sea,39.06697845458984,19.87919998168945,23.37470054626465,320000,34,34,2,1,0
Levantine Sea,39.03142929077148,19.67020034790039,23.85759735107422,320000,34,34,2,1,0
Levantine Sea,39.06052398681641,19.49720001220703,23.37509918212891,320000,34,34,2,1,0
Libyan Sea,38.96885299682617,18.10849761962891,21.25179862976074,350000,34,24,2,1,0
Libyan Sea,39.14965057373047,18.26560020446777,21.22809791564941,350000,34,24,2,1,0
Libyan Sea,38.87297439575195,18.15089797973633,21.43109703063965,350000,34,24,2,1,0
Libyan Sea,39.31853103637695,18.43350028991699,21.23920059204102,350000,34,24,2,1,0
Libyan Sea,39.10686874389648,18.37350082397461,21.24259948730469,350000,34,24,2,1,0
Libyan Sea,39.05381774902344,18.44369888305664,20.82159996032715,350000,34,24,2,1,0
Libyan Sea,39.20735931396484,17.53049850463867,21.84819984436035,350000,34,24,2,1,0
Libyan Sea,39.34922409057617,18.52799987792969,20.67669868469238,350000,34,24,2,1,0
Libyan Sea,39.03975677490234,18.47349739074707,20.64099884033203,350000,34,24,2,1,0
Libyan Sea,39.00318908691406,17.50149917602539,23.04749870300293,350000,34,24,2,1,0
Libyan Sea,39.12282562255859,18.14569854736328,21.45489883422852,350000,34,24,2,1,0
Libyan Sea,38.80469512939453,18.39049911499023,21.19789695739746,350000,34,24,2,1,0
Libyan Sea,39.00943756103516,17.48989868164062,22.49159812927246,350000,34,24,2,1,0
Libyan Sea,39.25704193115234,17.52339935302734,22.23929977416992,350000,34,24,2,1,0
Libyan Sea,39.18788146972656,17.49649810791016,22.76059913635254,350000,34,24,2,1,0
Libyan Sea,39.36178207397461,17.30069923400879,24.05010032653809,350000,34,24,2,1,0
Libyan Sea,39.01891708374023,17.53439903259277,21.38129806518555,350000,34,24,2,1,0
Libyan Sea,38.95589065551758,17.38919830322266,23.69089698791504,350000,34,24,2,1,0
Libyan Sea,39.17962265014648,17.48849868774414,21.72869873046875,350000,34,24,2,1,0
Libyan Sea,39.34882736206055,17.67249870300293,21.27519798278809,350000,34,24,2,1,0
Libyan Sea,39.1495361328125,18.10849761962891,21.25179862976074,350000,34,24,2,1,0
Libyan Sea,39.00955200195312,18.26560020446777,21.22809791564941,350000,34,24,2,1,0
Libyan Sea,38.95792007446289,18.15089797973633,21.43109703063965,350000,34,24,2,1,0
Libyan Sea,38.91105651855469,18.43350028991699,21.23920059204102,350000,34,24,2,1,0
Libyan Sea,38.96678161621094,18.37350082397461,21.24259948730469,350000,34,24,2,1,0
Libyan Sea,39.06197738647461,18.44369888305664,20.82159996032715,350000,34,24,2,1,0
Libyan Sea,39.14822387695312,17.53049850463867,21.84819984436035,350000,34,24,2,1,0
Libyan Sea,39.18076705932617,18.52799987792969,20.67669868469238,350000,34,24,2,1,0
Libyan Sea,38.96657943725586,18.47349739074707,20.64099884033203,350000,34,24,2,1,0
Libyan Sea,38.93427658081055,17.50149917602539,23.04749870300293,350000,34,24,2,1,0
Libyan Sea,39.10660171508789,18.14569854736328,21.45489883422852,350000,34,24,2,1,0
Libyan Sea,39.33049392700195,18.39049911499023,21.19789695739746,350000,34,24,2,1,0
Libyan Sea,38.97862243652344,17.48989868164062,22.49159812927246,350000,34,24,2,1,0
Libyan Sea,38.93141174316406,17.52339935302734,22.23929977416992,350000,34,24,2,1,0
Libyan Sea,39.22027587890625,17.49649810791016,22.76059913635254,350000,34,24,2,1,0
Libyan Sea,39.26029968261719,17.30069923400879,24.05010032653809,350000,34,24,2,1,0
Libyan Sea,39.04307556152344,17.53439903259277,21.38129806518555,350000,34,24,2,1,0
Libyan Sea,39.12818908691406,17.38919830322266,23.69089698791504,350000,34,24,2,1,0
Libyan Sea,38.83803558349609,17.48849868774414,21.72869873046875,350000,34,24,2,1,0
Libyan Sea,38.87530517578125,17.67249870300293,21.27519798278809,350000,34,24,2,1,0
Libyan Sea,38.99564361572266,18.10849761962891,21.25179862976074,350000,34,24,2,1,0
Libyan Sea,39.15047454833984,18.26560020446777,21.22809791564941,350000,34,24,2,1,0
Libyan Sea,38.88726425170898,18.15089797973633,21.43109703063965,350000,34,24,2,1,0
Libyan Sea,38.85969161987305,18.43350028991699,21.23920059204102,350000,34,24,2,1,0
Libyan Sea,38.98001861572266,18.37350082397461,21.24259948730469,350000,34,24,2,1,0
Libyan Sea,39.12627792358398,18.44369888305664,20.82159996032715,350000,34,24,2,1,0
Libyan Sea,38.9557991027832,17.53049850463867,21.84819984436035,350000,34,24,2,1,0
Libyan Sea,39.08411407470703,18.52799987792969,20.67669868469238,350000,34,24,2,1,0
Libyan Sea,39.07212829589844,18.47349739074707,20.64099884033203,350000,34,24,2,1,0
Mediterranean Sea,38.60636520385742,19.01689720153809,21.7982006072998,2510000,35,18,2,1,0
Mediterranean Sea,38.30043792724609,17.08319854736328,23.65470123291016,2510000,35,18,2,1,0
Mediterranean Sea,38.77927017211914,18.99889755249023,22.0193977355957,2510000,35,18,2,1,0
Mediterranean Sea,38.26535415649414,17.22140121459961,23.1431999206543,2510000,35,18,2,1,0
Mediterranean Sea,38.36426162719727,17.10429763793945,21.9390983581543,2510000,35,18,2,1,0
Mediterranean Sea,38.33919143676758,18.67709922790527,22.4336986541748,2510000,35,18,2,1,0
Mediterranean Sea,38.26306915283203,18.77639770507812,22.2628002166748,2510000,35,18,2,1,0
Mediterranean Sea,38.33717346191406,17.03439903259277,22.54919815063477,2510000,35,18,2,1,0
Mediterranean Sea,38.90188217163086,18.85009765625,21.73159790039062,2510000,35,18,2,1,0
Mediterranean Sea,38.32478332519531,16.81999969482422,22.87709999084473,2510000,35,18,2,1,0
Mediterranean Sea,38.48899078369141,16.97870063781738,22.72569847106934,2510000,35,18,2,1,0
Mediterranean Sea,38.3214111328125,18.75089836120605,22.37729835510254,2510000,35,18,2,1,0
Mediterranean Sea,38.39364242553711,17.0846004486084,23.85719871520996,2510000,35,18,2,1,0
Mediterranean Sea,38.88564682006836,17.16230010986328,23.65439987182617,2510000,35,18,2,1,0
Mediterranean Sea,38.48863983154297,18.89269828796387,22.23939895629883,2510000,35,18,2,1,0
Mediterranean Sea,38.48062133789062,18.69909858703613,22.40579986572266,2510000,35,18,2,1,0
Mediterranean Sea,38.48285675048828,18.94070053100586,22.04229736328125,2510000,35,18,2,1,0
Mediterranean Sea,38.52483749389648,17.0872974395752,23.92859840393066,2510000,35,18,2,1,0
Mediterranean Sea,38.13682556152344,18.90329742431641,21.85819816589355,2510000,35,18,2,1,0
Mediterranean Sea,38.41269302368164,17.3351993560791,23.74440002441406,2510000,35,18,2,1,0
Mediterranean Sea,38.23954772949219,19.01689720153809,21.7982006072998,2510000,35,18,2,1,0
Mediterranean Sea,38.27461242675781,17.08319854736328,23.65470123291016,2510000,35,18,2,1,0
Mediterranean Sea,38.37238311767578,18.99889755249023,22.0193977355957,2510000,35,18,2,1,0
Mediterranean Sea,38.29300308227539,17.22140121459961,23.1431999206543,2510000,35,18,2,1,0
Mediterranean Sea,38.20154571533203,17.10429763793945,21.9390983581543,2510000,35,18,2,1,0
Mediterranean Sea,38.37350463867188,18.67709922790527,22.4336986541748,2510000,35,18,2,1,0
Mediterranean Sea,38.27143859863281,18.77639770507812,22.2628002166748,2510000,35,18,2,1,0
Mediterranean Sea,38.89868927001953,17.03439903259277,22.54919815063477,2510000,35,18,2,1,0
Mediterranean Sea,38.49220657348633,18.85009765625,21.73159790039062,2510000,35,18,2,1,0
Mediterranean Sea,38.11960983276367,16.81999969482422,22.87709999084473,2510000,35,18,2,1,0
Mediterranean Sea,38.45591354370117,16.97870063781738,22.72569847106934,2510000,35,18,2,1,0
Mediterranean Sea,38.29244613647461,18.75089836120605,22.37729835510254,2510000,35,18,2,1,0
Mediterranean Sea,38.03067779541016,17.0846004486084,23.85719871520996,2510000,35,18,2,1,0
Mediterranean Sea,38.48077392578125,17.16230010986328,23.65439987182617,2510000,35,18,2,1,0
Mediterranean Sea,38.52133941650391,18.89269828796387,22.23939895629883,2510000,35,18,2,1,0
Mediterranean Sea,38.32308197021484,18.69909858703613,22.40579986572266,2510000,35,18,2,1,0
Mediterranean Sea,38.39225769042969,18.94070053100586,22.04229736328125,2510000,35,18,2,1,0
Mediterranean Sea,38.22211837768555,17.0872974395752,23.92859840393066,2510000,35,18,2,1,0
Mediterranean Sea,38.45124435424805,18.90329742431641,21.85819816589355,2510000,35,18,2,1,0
Mediterranean Sea,38.30373764038086,17.3351993560791,23.74440002441406,2510000,35,18,2,1,0
Mediterranean Sea,38.52172470092773,19.01689720153809,21.7982006072998,2510000,35,18,2,1,0
Mediterranean Sea,38.54996490478516,17.08319854736328,23.65470123291016,2510000,35,18,2,1,0
Mediterranean Sea,38.29412460327148,18.99889755249023,22.0193977355957,2510000,35,18,2,1,0
Mediterranean Sea,38.28470993041992,17.22140121459961,23.1431999206543,2510000,35,18,2,1,0
Mediterranean Sea,38.39353179931641,17.10429763793945,21.9390983581543,2510000,35,18,2,1,0
Mediterranean Sea,38.51029586791992,18.67709922790527,22.4336986541748,2510000,35,18,2,1,0
Mediterranean Sea,38.25778198242188,18.77639770507812,22.2628002166748,2510000,35,18,2,1,0
Mediterranean Sea,38.68802261352539,17.03439903259277,22.54919815063477,2510000,35,18,2,1,0
Mediterranean Sea,38.48568725585938,18.85009765625,21.73159790039062,2510000,35,18,2,1,0
Molucca Sea,33.99687576293945,30.01469802856445,29.47339820861816,200000,0,125,3,1,0
Molucca Sea,33.88543701171875,29.96659851074219,29.43519973754883,200000,0,125,3,1,0
Molucca Sea,33.83510208129883,29.63109970092773,30.22149848937988,200000,0,125,3,1,0
Molucca Sea,33.97741317749023,30.09429740905762,29.46219825744629,200000,0,125,3,1,0
Molucca Sea,34.05126571655273,30.34509658813477,29.43499946594238,200000,0,125,3,1,0
Molucca Sea,33.93183135986328,29.94179916381836,29.28419876098633,200000,0,125,3,1,0
Molucca Sea,33.96078491210938,29.9070987701416,29.29259872436523,200000,0,125,3,1,0
Molucca Sea,33.96337890625,30.02729797363281,29.38009834289551,200000,0,125,3,1,0
Molucca Sea,33.81310272216797,29.32290077209473,30.16849899291992,200000,0,125,3,1,0
Molucca Sea,34.04465866088867,29.97589683532715,29.29489898681641,200000,0,125,3,1,0
Molucca Sea,33.9385986328125,29.34469985961914,30.22589874267578,200000,0,125,3,1,0
Molucca Sea,33.75002288818359,29.65309906005859,30.12239837646484,200000,0,125,3,1,0
Molucca Sea,33.60354614257812,29.51339912414551,30.09979820251465,200000,0,125,3,1,0
Molucca Sea,33.96453475952148,29.64759826660156,30.14479827880859,200000,0,125,3,1,0
Molucca Sea,33.94847106933594,29.50829887390137,30.1492977142334,200000,0,125,3,1,0
Molucca Sea,34.02481079101562,29.97830009460449,29.99689865112305,200000,0,125,3,1,0
Molucca Sea,33.8057975769043,29.8765983581543,30.31409645080566,200000,0,125,3,1,0
Molucca Sea,33.7307243347168,30.09029960632324,29.36199760437012,200000,0,125,3,1,0
Molucca Sea,34.00119781494141,29.42459869384766,30.12059783935547,200000,0,125,3,1,0
Molucca Sea,33.8631591796875,30.0773983001709,29.44799613952637,200000,0,125,3,1,0
Molucca Sea,34.0193977355957,30.01469802856445,29.47339820861816,200000,0,125,3,1,0
Molucca Sea,34.06509399414062,29.96659851074219,29.43519973754883,200000,0,125,3,1,0
Molucca Sea,33.96894836425781,29.63109970092773,30.22149848937988,200000,0,125,3,1,0
Molucca Sea,33.90105819702148,30.09429740905762,29.46219825744629,200000,0,125,3,1,0
Molucca Sea,34.09996032714844,30.34509658813477,29.43499946594238,200000,0,125,3,1,0
Molucca Sea,33.76044082641602,29.94179916381836,29.28419876098633,200000,0,125,3,1,0
Molucca Sea,33.77279663085938,29.9070987701416,29.29259872436523,200000,0,125,3,1,0
Molucca Sea,33.91479873657227,30.02729797363281,29.38009834289551,200000,0,125,3,1,0
Molucca Sea,34.05789184570312,29.32290077209473,30.16849899291992,200000,0,125,3,1,0
Molucca Sea,33.78308868408203,29.97589683532715,29.29489898681641,200000,0,125,3,1,0
Molucca Sea,33.97119522094727,29.34469985961914,30.22589874267578,200000,0,125,3,1,0
Molucca Sea,33.94528198242188,29.65309906005859,30.12239837646484,200000,0,125,3,1,0
Molucca Sea,33.96151733398438,29.51339912414551,30.09979820251465,200000,0,125,3,1,0
Molucca Sea,33.97479629516602,29.64759826660156,30.14479827880859,200000,0,125,3,1,0
Molucca Sea,33.73745727539062,29.50829887390137,30.1492977142334,200000,0,125,3,1,0
Molucca Sea,34.07453918457031,29.97830009460449,29.99689865112305,200000,0,125,3,1,0
Molucca Sea,33.6326904296875,29.8765983581543,30.31409645080566,200000,0,125,3,1,0
Molucca Sea,33.89629745483398,30.09029960632324,29.36199760437012,200000,0,125,3,1,0
Molucca Sea,33.92762756347656,29.42459869384766,30.12059783935547,200000,0,125,3,1,0
Molucca Sea,33.90310287475586,30.0773983001709,29.44799613952637,200000,0,125,3,1,0
Molucca Sea,34.064208984375,30.01469802856445,29.47339820861816,200000,0,125,3,1,0
Molucca Sea,33.68798065185547,29.96659851074219,29.43519973754883,200000,0,125,3,1,0
Molucca Sea,33.53373718261719,29.63109970092773,30.22149848937988,200000,0,125,3,1,0
Molucca Sea,33.86405563354492,30.09429740905762,29.46219825744629,200000,0,125,3,1,0
Molucca Sea,34.07119750976562,30.34509658813477,29.43499946594238,200000,0,125,3,1,0
Molucca Sea,33.89031600952148,29.94179916381836,29.28419876098633,200000,0,125,3,1,0
Molucca Sea,34.05846405029297,29.9070987701416,29.29259872436523,200000,0,125,3,1,0
Molucca Sea,34.10509872436523,30.02729797363281,29.38009834289551,200000,0,125,3,1,0
Molucca Sea,33.92408752441406,29.32290077209473,30.16849899291992,200000,0,125,3,1,0
Mozambique Channel,34.95916366577148,28.50419807434082,26.36149597167969,700000,-18,41,3,1,0
Mozambique Channel,35.0711669921875,29.88120079040527,26.31879997253418,700000,-18,41,3,1,0
Mozambique Channel,35.12106704711914,29.28039932250977,26.8528003692627,700000,-18,41,3,1,0
Mozambique Channel,35.02157211303711,29.84019660949707,26.28839874267578,700000,-18,41,3,1,0
Mozambique Channel,35.0838508605957,28.73310089111328,26.65409851074219,700000,-18,41,3,1,0
Mozambique Channel,35.10255813598633,29.40309906005859,26.8444995880127,700000,-18,41,3,1,0
Mozambique Channel,34.93172073364258,29.36589622497559,26.51020050048828,700000,-18,41,3,1,0
Mozambique Channel,35.08576583862305,29.28899955749512,26.56259727478027,700000,-18,41,3,1,0
Mozambique Channel,35.03482437133789,29.88469696044922,26.29939842224121,700000,-18,41,3,1,0
Mozambique Channel,34.95248413085938,29.44359970092773,26.66779708862305,700000,-18,41,3,1,0
Mozambique Channel,35.13426971435547,28.56769943237305,26.38559913635254,700000,-18,41,3,1,0
Mozambique Channel,35.14098358154297,28.56469917297363,26.2028980255127,700000,-18,41,3,1,0
Mozambique Channel,35.11631774902344,29.44479751586914,27.09189796447754,700000,-18,41,3,1,0
Mozambique Channel,35.25727844238281,30.45639801025391,26.49530029296875,700000,-18,41,3,1,0
Mozambique Channel,35.16847229003906,29.64589881896973,26.77539825439453,700000,-18,41,3,1,0
Mozambique Channel,35.0272216796875,29.99969863891602,26.52779960632324,700000,-18,41,3,1,0
Mozambique Channel,35.04680252075195,28.60819625854492,26.19509887695312,700000,-18,41,3,1,0
Mozambique Channel,35.00136566162109,29.81319808959961,26.19610023498535,700000,-18,41,3,1,0
Mozambique Channel,34.96300888061523,29.05739784240723,26.5951976776123,700000,-18,41,3,1,0
Mozambique Channel,34.97419738769531,30.16819763183594,26.4153003692627,700000,-18,41,3,1,0
Mozambique Channel,35.13281631469727,28.50419807434082,26.36149597167969,700000,-18,41,3,1,0
Mozambique Channel,35.08198547363281,29.88120079040527,26.31879997253418,700000,-18,41,3,1,0
Mozambique Channel,35.03806686401367,29.28039932250977,26.8528003692627,700000,-18,41,3,1,0
Mozambique Channel,35.08699798583984,29.84019660949707,26.28839874267578,700000,-18,41,3,1,0
Mozambique Channel,35.08998489379883,28.73310089111328,26.65409851074219,700000,-18,41,3,1,0
Mozambique Channel,35.03306198120117,29.40309906005859,26.8444995880127,700000,-18,41,3,1,0
Mozambique Channel,35.17466735839844,29.36589622497559,26.51020050048828,700000,-18,41,3,1,0
Mozambique Channel,35.11344146728516,29.28899955749512,26.56259727478027,700000,-18,41,3,1,0
Mozambique Channel,35.20823287963867,29.88469696044922,26.29939842224121,700000,-18,41,3,1,0
Mozambique Channel,35.05643463134766,29.44359970092773,26.66779708862305,700000,-18,41,3,1,0
Mozambique Channel,35.06474304199219,28.56769943237305,26.38559913635254,700000,-18,41,3,1,0
Mozambique Channel,35.05994033813477,28.56469917297363,26.2028980255127,700000,-18,41,3,1,0
Mozambique Channel,34.95876312255859,29.44479751586914,27.09189796447754,700000,-18,41,3,1,0
Mozambique Channel,35.11026000976562,30.45639801025391,26.49530029296875,700000,-18,41,3,1,0
Mozambique Channel,35.13716125488281,29.64589881896973,26.77539825439453,700000,-18,41,3,1,0
Mozambique Channel,35.01862716674805,29.99969863891602,26.52779960632324,700000,-18,41,3,1,0
Mozambique Channel,34.97607040405273,28.60819625854492,26.19509887695312,700000,-18,41,3,1,0
Mozambique Channel,35.07645034790039,29.81319808959961,26.19610023498535,700000,-18,41,3,1,0
Mozambique Channel,35.05357360839844,29.05739784240723,26.5951976776123,700000,-18,41,3,1,0
Mozambique Channel,34.94637298583984,30.16819763183594,26.4153003692627,700000,-18,41,3,1,0
Mozambique Channel,35.1527214050293,28.50419807434082,26.36149597167969,700000,-18,41,3,1,0
Mozambique Channel,34.98222732543945,29.88120079040527,26.31879997253418,700000,-18,41,3,1,0
Mozambique Channel,34.97742080688477,29.28039932250977,26.8528003692627,700000,-18,41,3,1,0
Mozambique Channel,35.12531280517578,29.84019660949707,26.28839874267578,700000,-18,41,3,1,0
Mozambique Channel,35.00110626220703,28.73310089111328,26.65409851074219,700000,-18,41,3,1,0
Mozambique Channel,35.06505966186523,29.40309906005859,26.8444995880127,700000,-18,41,3,1,0
Mozambique Channel,35.03366470336914,29.36589622497559,26.51020050048828,700000,-18,41,3,1,0
Mozambique Channel,34.97594833374023,29.28899955749512,26.56259727478027,700000,-18,41,3,1,0
Mozambique Channel,35.10523986816406,29.88469696044922,26.29939842224121,700000,-18,41,3,1,0
North Sea,34.36271286010742,8.235397338867188,10.8918981552124,575000,56,3,3,1,0
North Sea,34.72262573242188,7.80919885635376,11.36399841308594,575000,56,3,3,1,0
North Sea,34.35905838012695,7.924003124237061,11.44749927520752,575000,56,3,3,1,0
North Sea,34.23440170288086,8.249700546264648,10.01469802856445,575000,56,3,3,1,0
North Sea,34.31528472900391,8.06869888305664,13.12699699401855,575000,56,3,3,1,0
North Sea,34.41431427001953,8.07709789276123,12.91619968414307,575000,56,3,3,1,0
North Sea,34.39936447143555,8.207600593566895,10.94379711151123,575000,56,3,3,1,0
North Sea,34.34177017211914,8.252299308776855,10.7056999206543,575000,56,3,3,1,0
North Sea,33.90896606445312,8.179098129272461,11.77339839935303,575000,56,3,3,1,0
North Sea,34.03258895874023,8.170899391174316,10.97269821166992,575000,56,3,3,1,0
